,account_id,bank_district_id,frequency,acc_open_year,acc_open_month,acc_open_day,LOR,client_id,type,client_district_id,birth_year_x,birth_day_x,gender_x,age,age_group,age_grp_desc,total_credit,total_withdrawal,account_id_trans,trans_id_trans,initial_transaction,latest_transaction,amount_trans,balance_trans,credits,withdrawals,cash_credit,credit_bank_transfer,cash_withdrawal,unknown,remittance_bank_transfer_Withdrawal,credit_card_withdrawal,account_id_order,order_count_order,recipient_bank_count_order,recipient_account_count_order,total_payment_amount_order,total_household_payments_order,total_loan_payments_order, total_insurance_payments_order,total_lease_payments_order,total_unknown_payment_order,district_id_district,district_name_district,region_district,inhabitants_district,municipalities_w_inhabitants_less_then_499_district,municipalities_w_inhabitants_500_1999_district,municipalities_w_inhabitants_2000_9999_district,municipalities_w_inhabitants_grater_then_10k_district,no_of_cities_district,ratio_of_urban_inhabitants_district,average_salary_district,unemployment_rate_95_district,unemployment_rate_96_district,entrepreneurs_per_1000_inhabitants_district,crimes_1995_district,crimes_1996_district,loan_id_loan,date_loan,amount_loan,duration_loan,payments_loan,status_loan,year_loan,month_loan,day_loan,status_desc_loan,loan_issued_in_97,card_id_card,type_card,issued_card,issued_year_card,issued_month_card,issued_day_card,card_issued_in_97,gender_y
1182,2675,1,MONTHLY FEE,1994,2,19,2,3230,OWNER,1,1982,6,F,14,10,youth,28740.4,83611.55,2675,145,1994-02-19,1998-11-30,427755.65,15098.9,69,0,156986.0,0.0,237974.4,6395.25,0.0,26400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,504.0,junior,1995-11-06 00:00:00,1995.0,11.0,6.0,0.0,F
1183,3840,76,MONTHLY FEE,1994,2,19,2,4629,OWNER,76,1923,10,M,73,70,senior,73203.3,63883.4,3840,297,1994-02-19,1998-12-31,673312.55,35815.3,113,0,700.0,346260.0,184071.35,6654.2,135627.0,0.0,3840.0,1.0,1.0,1.0,2559.0,2559.0,0.0,0.0,0.0,0.0,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1184,4009,56,MONTHLY FEE,1994,2,20,2,4832,OWNER,56,1957,9,F,39,30,adult,165630.7,219175.4,4009,291,1994-02-20,1998-12-31,1786191.3,89066.1,117,0,789700.0,0.0,921401.35,13589.95,0.0,61500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854.0,3158,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,741.0,classic,1996-09-11 00:00:00,1996.0,9.0,11.0,0.0,F
1185,3886,1,MONTHLY FEE,1994,2,20,2,4684,OWNER,1,1953,5,F,43,40,adult,377786.3,434761.4,3886,280,1994-02-20,1998-12-31,1879009.45,35500.5,133,0,876593.0,0.0,973520.8,9695.65,0.0,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,722.0,classic,1996-11-14 00:00:00,1996.0,11.0,14.0,0.0,F
1186,3445,1,MONTHLY FEE,1994,2,22,2,4166,OWNER,1,1947,26,M,49,40,adult,141678.6,138435.4,3445,265,1994-02-22,1998-12-31,1230877.7,46467.6,120,0,673944.0,0.0,549141.35,7792.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,645.0,classic,1998-05-17 00:00:00,1998.0,5.0,17.0,0.0,M
1187,2482,1,MONTHLY FEE,1994,2,23,2,2997,OWNER,1,1941,9,F,55,50,adult,144469.7,159146.8,2482,475,1994-02-23,1998-12-31,1439808.85,34370.1,130,0,716164.0,0.0,302701.35,7252.2,413691.3,0.0,2482.0,5.0,4.0,5.0,9369.0,7381.0,0.0,85.0,1721.0,182.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1188,2361,28,MONTHLY FEE,1994,2,25,2,2853,OWNER,28,1956,25,F,40,40,adult,135567.35,129255.4,2361,367,1994-02-25,1998-12-31,1196267.95,15261.4,159,0,599260.0,0.0,190641.35,5205.6,401161.0,0.0,2361.0,2.0,2.0,2.0,8965.0,4613.0,4352.0,0.0,0.0,0.0,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580.0,1525,5453.0,1995-04-01,156672.0,36.0,4352.0,A,1995,04,01,loan_fully_paid,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1189,974,29,MONTHLY FEE,1994,2,25,2,1174,OWNER,29,1970,13,F,26,20,young adult,165585.7,202775.4,974,279,1994-02-25,1998-12-31,1740135.2,56421.8,117,0,789300.0,0.0,939541.3500000001,11293.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1190,2959,8,MONTHLY FEE,1994,2,25,2,3573,OWNER,8,1972,9,F,24,20,young adult,298800.5,425206.4,2959,324,1994-02-25,1998-12-31,2459057.55,47335.0,147,0,1124702.0,0.0,1299988.6500000001,10966.9,0.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179.0,4987,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,559.0,classic,1995-06-17 00:00:00,1995.0,6.0,17.0,0.0,F
1191,1880,76,MONTHLY FEE,1994,2,25,2,2281,OWNER,76,1978,6,F,18,10,young adult,55075.9,75665.4,1880,360,1994-02-25,1998-12-31,595692.05,31741.2,204,0,263049.0,0.0,324937.25,7705.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1192,3355,70,MONTHLY FEE,1994,2,26,2,4057,OWNER,70,1922,11,F,74,70,senior,71100.4,64475.4,3355,293,1994-02-26,1998-12-31,622220.85,70325.3,113,0,1100.0,334544.0,138311.35,9215.5,139050.0,0.0,3355.0,1.0,1.0,1.0,2575.0,2575.0,0.0,0.0,0.0,0.0,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1193,2501,30,MONTHLY FEE,1994,2,26,2,3019,OWNER,30,1969,23,M,27,20,young adult,165852.3,223447.4,2501,414,1994-02-26,1998-12-31,1804177.4,97607.1,118,0,791100.0,0.0,729301.35,13393.05,233783.0,36600.0,2501.0,3.0,3.0,3.0,4411.0,524.0,0.0,745.0,0.0,3142.0,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985.0,2804,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,467.0,classic,1995-06-05 00:00:00,1995.0,6.0,5.0,0.0,M
1194,1073,73,MONTHLY FEE,1994,2,27,2,1288,OWNER,73,1972,20,M,24,20,young adult,94590.7,83211.4,1073,337,1994-02-27,1998-12-31,988100.05,95933.1,156,0,540795.0,0.0,229161.35,10621.7,207522.0,0.0,1073.0,1.0,1.0,1.0,3843.0,3843.0,0.0,0.0,0.0,0.0,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355.0,4433,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1195,8558,1,TURNOVER FEE,1994,2,27,2,10555,OWNER,1,1935,15,M,61,60,senior,60927.8,97278.0,8558,337,1994-02-27,1998-12-31,1313101.2,27958.0,169,0,548913.0,0.0,491197.0,13440.2,259551.0,0.0,8558.0,1.0,1.0,1.0,4806.5,0.0,4806.5,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,6736.0,1994-06-14,288360.0,60.0,4806.0,C,1994,06,14,timely_payments,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1196,3101,1,MONTHLY FEE,1994,2,27,2,3750,OWNER,1,1938,3,M,58,50,senior,35713.6,39701.4,3101,271,1994-02-27,1998-12-31,328482.9,20932.5,113,0,700.0,168606.0,52411.35,4051.55,102714.0,0.0,3101.0,1.0,1.0,1.0,1938.0,1938.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1197,2568,17,MONTHLY FEE,1994,3,2,2,3099,OWNER,17,1965,13,M,31,30,young adult,165075.6,286255.4,2568,445,1994-03-02,1998-12-31,2045889.75,67742.3,117,0,789400.0,0.0,895301.3500000001,10022.4,351166.0,0.0,2568.0,3.0,3.0,3.0,6620.0,5228.0,0.0,306.0,0.0,1086.0,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1198,1169,49,TURNOVER FEE,1994,3,2,2,1408,OWNER,49,1969,7,M,27,20,young adult,127465.2,156411.0,1169,424,1994-03-02,1998-12-31,2515226.75,98260.2,152,0,1085830.0,0.0,968327.0,10763.75,450306.0,0.0,1169.0,2.0,2.0,2.0,8339.0,7748.0,0.0,0.0,0.0,591.0,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1199,3684,23,MONTHLY FEE,1994,3,4,2,4442,OWNER,23,1921,29,F,75,70,senior,81397.0,84905.4,3684,299,1994-03-04,1998-12-31,756610.65,26685.1,117,0,1100.0,389180.0,179421.35,5199.3,181710.0,0.0,3684.0,1.0,1.0,1.0,3365.0,3365.0,0.0,0.0,0.0,0.0,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879.0,3198,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1200,1406,50,MONTHLY FEE,1994,3,4,2,1703,OWNER,50,1918,11,M,78,70,senior,50827.299999999996,53955.4,1406,318,1994-03-04,1998-12-31,476828.9,16232.6,117,0,200.0,240178.0,82561.35,4849.55,149040.0,0.0,1406.0,2.0,2.0,2.0,2760.0,2760.0,0.0,0.0,0.0,0.0,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1201,71,1,MONTHLY FEE,1994,3,5,2,83,OWNER,1,1978,25,F,18,10,young adult,165577.0,242863.4,71,496,1994-03-05,1998-12-31,1916186.05,69570.4,118,0,790200.0,0.0,834741.35,13106.7,232038.0,46100.0,71.0,4.0,4.0,4.0,4359.0,968.0,0.0,1011.0,0.0,2380.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,12.0,junior,1996-09-11 00:00:00,1996.0,9.0,11.0,0.0,F
1202,3528,10,MONTHLY FEE,1994,3,5,2,4259,OWNER,10,1949,16,F,47,40,adult,165086.7,275515.4,3528,335,1994-03-05,1998-12-31,2058201.2,43283.0,118,0,792700.0,0.0,843061.35,9069.85,413370.0,0.0,3528.0,1.0,1.0,1.0,7655.0,7655.0,0.0,0.0,0.0,0.0,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810.0,4316,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1203,3405,36,MONTHLY FEE,1994,3,7,2,4116,OWNER,36,1936,24,M,60,60,senior,165246.6,255131.4,3405,337,1994-03-07,1998-12-31,1980633.1,63353.2,118,0,791200.0,0.0,709701.35,10752.75,399779.0,69200.0,3405.0,1.0,1.0,1.0,7543.0,7543.0,0.0,0.0,0.0,0.0,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796.0,6132,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,641.0,classic,1996-06-18 00:00:00,1996.0,6.0,18.0,0.0,M
1204,6118,1,FEE OF THE WEEK,1994,3,7,2,7390,OWNER,1,1937,4,M,59,50,senior,223353.35,364815.4,6118,408,1994-03-07,1998-12-31,2048851.35,37872.2,188,0,824420.0,0.0,958964.85,17372.5,248094.0,0.0,6118.0,1.0,1.0,1.0,7518.0,0.0,7518.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,6244.0,1995-01-08,270648.0,36.0,7518.0,B,1995,01,08,loan_not_payed,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1205,2382,59,MONTHLY FEE,1994,3,8,2,2877,OWNER,59,1932,29,M,64,60,senior,74617.8,84101.4,2382,291,1994-03-08,1998-12-31,695466.4,15431.9,111,0,1000.0,348555.0,175583.4,4809.0,165519.0,0.0,2382.0,1.0,1.0,1.0,3123.0,3123.0,0.0,0.0,0.0,0.0,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595.0,2305,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1206,1570,1,MONTHLY FEE,1994,3,12,2,1903,OWNER,1,1939,30,F,57,50,senior,52507.15,55435.4,1570,263,1994-03-12,1998-12-31,480914.5,20463.4,111,0,200.0,244986.0,79743.4,4140.1,151845.0,0.0,1570.0,1.0,1.0,1.0,2865.0,2865.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1207,1511,51,TURNOVER FEE,1994,3,13,2,1831,OWNER,51,1976,9,M,20,20,young adult,285955.2,370878.0,1511,335,1994-03-13,1998-12-31,2601905.85,95056.5,151,0,1193760.0,0.0,1375987.95,11157.9,0.0,21000.0,1511.0,1.0,1.0,1.0,1657.7,0.0,0.0,0.0,1657.7,0.0,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496.0,3839,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,289.0,junior,1996-04-08 00:00:00,1996.0,4.0,8.0,0.0,M
1208,1237,9,MONTHLY FEE,1994,3,13,2,1492,OWNER,9,1968,9,F,28,20,young adult,263139.9,362829.4,1237,348,1994-03-13,1998-12-31,2496831.95,59876.9,153,0,1109998.0,0.0,1366094.25,16039.7,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987.0,2487,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,246.0,classic,1998-02-08 00:00:00,1998.0,2.0,8.0,0.0,F
1209,3307,30,MONTHLY FEE,1994,3,13,2,3999,OWNER,30,1976,16,F,20,20,young adult,71555.2,106465.4,3307,362,1994-03-13,1998-12-31,737014.85,50020.8,200,0,342733.0,0.0,383437.25,10844.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985.0,2804,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1210,3378,55,MONTHLY FEE,1994,3,14,2,4084,OWNER,55,1957,5,M,39,30,adult,165856.0,168039.4,3378,330,1994-03-14,1998-12-31,1503972.75,22606.1,121,0,736925.0,0.0,420333.4,8203.35,338511.0,0.0,3378.0,1.0,1.0,1.0,6387.0,6387.0,0.0,0.0,0.0,0.0,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1211,989,19,MONTHLY FEE,1994,3,14,2,1193,OWNER,19,1926,29,M,70,70,senior,62199.0,65083.4,989,329,1994-03-14,1998-12-31,577792.65,18141.0,111,0,1000.0,291498.0,100493.4,4124.25,180677.0,0.0,989.0,2.0,2.0,2.0,3409.0,3409.0,0.0,0.0,0.0,0.0,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1212,3253,71,TURNOVER FEE,1994,3,15,2,3935,OWNER,71,1939,27,M,57,50,senior,259340.4,363299.0,3253,321,1994-03-15,1998-12-31,2183650.75,65645.9,150,0,1017706.0,0.0,1154494.0,11450.75,0.0,0.0,3253.0,1.0,1.0,1.0,1951.3,0.0,0.0,0.0,1951.3,0.0,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1213,1626,3,MONTHLY FEE,1994,3,15,2,1971,OWNER,3,1969,14,F,27,20,young adult,167155.5,268187.4,1626,264,1994-03-15,1998-12-31,1659916.55,46361.3,119,0,10200.0,775200.0,844123.4,9293.15,0.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824.0,2813,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,312.0,classic,1996-06-08 00:00:00,1996.0,6.0,8.0,0.0,F
1214,289,1,MONTHLY FEE,1994,3,17,2,351,OWNER,1,1973,1,M,23,20,young adult,165496.5,243307.4,289,381,1994-03-17,1998-12-31,1822546.25,47047.2,117,0,777800.0,0.0,594333.4,9635.85,440777.0,0.0,289.0,2.0,2.0,2.0,8366.0,5745.0,0.0,0.0,0.0,2621.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1215,1987,54,MONTHLY FEE,1994,3,17,2,2414,OWNER,54,1950,13,F,46,40,adult,165352.7,211475.40000000002,1987,280,1994-03-17,1998-12-31,1685266.15,43453.0,116,0,777000.0,0.0,899573.4,8692.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721.0,18696,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1216,817,5,MONTHLY FEE,1994,3,18,2,981,OWNER,5,1960,28,M,36,30,adult,164501.7,255255.4,817,361,1994-03-18,1998-12-31,2050669.65,43156.1,115,0,775400.0,0.0,611633.4,6721.25,656915.0,0.0,817.0,2.0,2.0,2.0,13580.0,4605.0,8975.0,0.0,0.0,0.0,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,5132.0,1995-02-17,538500.0,60.0,8975.0,C,1995,02,17,timely_payments,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1217,2228,34,MONTHLY FEE,1994,3,19,2,2700,OWNER,34,1945,22,M,51,50,adult,274102.6,438763.8,2228,356,1994-03-19,1998-12-31,1994684.7,20341.9,128,0,767763.0,0.0,829877.75,9977.45,387066.5,0.0,2228.0,2.0,2.0,2.0,8498.7,4625.0,3873.7,0.0,0.0,0.0,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323.0,5190,5414.0,1995-03-29,185952.0,48.0,3874.0,C,1995,03,29,timely_payments,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1218,904,1,MONTHLY FEE,1994,3,20,2,1089,OWNER,1,1939,9,M,57,50,senior,166360.9,195235.4,904,270,1994-03-20,1998-12-31,1640626.95,106048.3,116,0,775900.0,0.0,807433.4,14393.55,0.0,42900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,184.0,gold,1997-06-03 00:00:00,1997.0,6.0,3.0,1.0,M
1219,3824,41,MONTHLY FEE,1994,3,20,2,4608,OWNER,41,1945,18,M,51,50,adult,121571.4,136191.4,3824,277,1994-03-20,1998-12-31,1162034.85,33576.7,120,0,591506.0,0.0,242233.4,5999.45,322296.0,0.0,3824.0,1.0,1.0,1.0,6198.0,6198.0,0.0,0.0,0.0,0.0,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445.0,5471,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1220,3599,63,MONTHLY FEE,1994,3,20,2,4342,OWNER,63,1918,7,F,78,70,senior,66342.85,64349.4,3599,273,1994-03-20,1998-12-31,602265.1,32141.5,111,0,700.0,310080.0,113823.4,5040.7,172621.0,0.0,3599.0,1.0,1.0,1.0,3257.0,3257.0,0.0,0.0,0.0,0.0,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1221,22,1,MONTHLY FEE,1994,3,23,2,28,OWNER,1,1945,29,M,51,50,adult,172418.0,188139.4,22,310,1994-03-23,1998-12-31,1801850.85,35740.0,118,0,786700.0,0.0,674833.4,10013.45,330304.0,0.0,22.0,1.0,1.0,1.0,6352.0,6352.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1222,470,64,MONTHLY FEE,1994,3,23,2,565,OWNER,64,1959,3,F,37,30,adult,110240.0,115627.4,470,438,1994-03-23,1998-12-31,1073251.95,34656.7,134,0,546425.0,0.0,241033.4,6165.55,279628.0,0.0,470.0,3.0,3.0,3.0,5276.0,3568.0,0.0,1078.0,0.0,630.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484.0,4265,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1223,1273,37,MONTHLY FEE,1994,3,25,2,1536,OWNER,37,1967,13,F,29,20,young adult,165429.5,227771.4,1273,327,1994-03-25,1998-12-31,1836344.25,79497.7,116,0,777300.0,0.0,839733.4,11771.85,204739.0,2800.0,1273.0,1.0,1.0,1.0,3863.0,3863.0,0.0,0.0,0.0,0.0,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,253.0,gold,1998-11-14 00:00:00,1998.0,11.0,14.0,0.0,F
1224,237,50,MONTHLY FEE,1994,3,25,2,287,OWNER,50,1980,9,M,16,10,youth,35735.4,34215.4,237,314,1994-03-25,1998-12-31,328487.3,14668.1,111,0,900.0,165870.0,57193.4,3643.9,100880.0,0.0,237.0,2.0,1.0,2.0,1940.0,152.0,0.0,0.0,0.0,1788.0,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1225,59,43,MONTHLY FEE,1994,3,27,2,68,OWNER,43,1946,14,M,50,50,adult,174084.0,191155.4,59,385,1994-03-27,1998-12-31,1677986.25,79811.4,123,0,818100.0,0.0,484673.4,10307.85,364905.0,0.0,59.0,2.0,2.0,2.0,6885.0,695.0,0.0,0.0,0.0,6190.0,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,M
1226,572,32,MONTHLY FEE,1994,3,27,2,686,OWNER,32,1971,3,F,25,20,young adult,165318.0,259447.4,572,439,1994-03-27,1998-12-31,1896639.85,78296.3,118,0,785100.0,0.0,753033.4,11094.45,347412.0,0.0,572.0,4.0,3.0,4.0,8094.0,5372.0,0.0,349.0,1413.0,960.0,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340.0,4505,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1227,1269,52,MONTHLY FEE,1994,3,28,2,1531,OWNER,52,1960,28,F,36,30,adult,150279.9,158063.4,1269,381,1994-03-28,1998-12-31,1480080.5,51048.7,127,0,736263.0,0.0,343093.4,7056.1,393668.0,0.0,1269.0,2.0,2.0,2.0,7439.0,6840.0,0.0,0.0,0.0,599.0,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,F
1228,855,1,MONTHLY FEE,1994,3,28,2,1030,OWNER,1,1947,11,M,49,40,adult,177673.5,174191.4,855,332,1994-03-28,1998-12-31,1659108.45,71757.9,129,0,834900.0,0.0,470653.4,9939.05,343616.0,0.0,855.0,1.0,1.0,1.0,6608.0,6608.0,0.0,0.0,0.0,0.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,172.0,classic,1998-12-14 00:00:00,1998.0,12.0,14.0,0.0,M
